id,need_id,observation_type,as_stated,amount_low_usd,amount_high_usd,fiscal_year,period,evidence_id
fund:lrae_navwar_2024-06:k:2f847ef6ffa8,need:lrae_navwar_2024-06:k:2f847ef6ffa8,procurement_estimate,$50M - $100M,50000000,100000000,FY26,Q2,ev:lrae_navwar_2024-06:row36
fund:lrae_navwar_2024-06:k:5cc5d31298b3,need:lrae_navwar_2024-06:k:5cc5d31298b3,procurement_estimate,$50M - $100M,50000000,100000000,FY25,Q3,ev:lrae_navwar_2024-06:row37
fund:lrae_navwar_2024-06:k:f550da182535,need:lrae_navwar_2024-06:k:f550da182535,procurement_estimate,$7.5M - $50M,7500000,50000000,FY24,Q3,ev:lrae_navwar_2024-06:row38
fund:lrae_navwar_2024-06:k:bbbbdadb912e,need:lrae_navwar_2024-06:k:bbbbdadb912e,procurement_estimate,$250M - $1B,250000000,1000000000,FY25,Q3,ev:lrae_navwar_2024-06:row39
fund:lrae_navwar_2024-06:k:45bc6de6f277,need:lrae_navwar_2024-06:k:45bc6de6f277,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q4,ev:lrae_navwar_2024-06:row41
fund:lrae_navwar_2024-06:k:bbe92f176241,need:lrae_navwar_2024-06:k:bbe92f176241,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q1,ev:lrae_navwar_2024-06:row42
fund:lrae_navwar_2024-06:k:0bbaa11932ab,need:lrae_navwar_2024-06:k:0bbaa11932ab,procurement_estimate,$2M - $7.5M,2000000,7500000,FY27,Q3,ev:lrae_navwar_2024-06:row43
fund:lrae_navwar_2024-06:k:3e294fb2b0b2,need:lrae_navwar_2024-06:k:3e294fb2b0b2,procurement_estimate,$100M - $250M,100000000,250000000,FY26,Q3,ev:lrae_navwar_2024-06:row44
fund:lrae_navwar_2024-06:k:e280f87d65ff,need:lrae_navwar_2024-06:k:e280f87d65ff,procurement_estimate,$50M - $100M,50000000,100000000,FY25,Q2,ev:lrae_navwar_2024-06:row45
fund:lrae_navwar_2024-06:k:4702c1ef33f7,need:lrae_navwar_2024-06:k:4702c1ef33f7,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q2,ev:lrae_navwar_2024-06:row46
fund:lrae_navwar_2024-06:k:e33f009336bd,need:lrae_navwar_2024-06:k:e33f009336bd,procurement_estimate,$250M - $1B,250000000,1000000000,FY25,Q3,ev:lrae_navwar_2024-06:row47
fund:lrae_navwar_2024-06:k:4e1be0d80412,need:lrae_navwar_2024-06:k:4e1be0d80412,procurement_estimate,$250M - $1B,250000000,1000000000,FY26,Q1,ev:lrae_navwar_2024-06:row48
fund:lrae_navwar_2024-06:k:984b5a06f4f0,need:lrae_navwar_2024-06:k:984b5a06f4f0,procurement_estimate,$250M - $1B,250000000,1000000000,FY25,Q3,ev:lrae_navwar_2024-06:row50
fund:lrae_navwar_2024-06:k:90b1838be22e,need:lrae_navwar_2024-06:k:90b1838be22e,procurement_estimate,$100M - $250M,100000000,250000000,FY25,Q3,ev:lrae_navwar_2024-06:row51
fund:lrae_navwar_2024-06:k:924cbfce6345,need:lrae_navwar_2024-06:k:924cbfce6345,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q4,ev:lrae_navwar_2024-06:row52
fund:lrae_navwar_2024-06:k:19dcd0cdc10f,need:lrae_navwar_2024-06:k:19dcd0cdc10f,procurement_estimate,$250M - $1B,250000000,1000000000,FY25,Q3,ev:lrae_navwar_2024-06:row54
fund:lrae_navwar_2024-06:k:dcd098b54b3b,need:lrae_navwar_2024-06:k:dcd098b54b3b,procurement_estimate,$100M - $250M,100000000,250000000,FY26,Q3,ev:lrae_navwar_2024-06:row55
fund:lrae_navwar_2024-06:k:44b54f55c857,need:lrae_navwar_2024-06:k:44b54f55c857,procurement_estimate,No Range Specified,,,FY24,Q4,ev:lrae_navwar_2024-06:row56
fund:lrae_navwar_2024-06:k:ede782b4922c,need:lrae_navwar_2024-06:k:ede782b4922c,procurement_estimate,$100M - $250M,100000000,250000000,FY24,Q3,ev:lrae_navwar_2024-06:row58
fund:lrae_navwar_2024-06:k:f1a7e85d188d,need:lrae_navwar_2024-06:k:f1a7e85d188d,procurement_estimate,$2M - $7.5M,2000000,7500000,FY25,Q2,ev:lrae_navwar_2024-06:row59
fund:lrae_navwar_2024-06:k:d2c268d861d3,need:lrae_navwar_2024-06:k:d2c268d861d3,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q1,ev:lrae_navwar_2024-06:row60
fund:lrae_navwar_2024-06:k:ce4ef9fbe303,need:lrae_navwar_2024-06:k:ce4ef9fbe303,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q3,ev:lrae_navwar_2024-06:row61
fund:lrae_navwar_2024-06:k:3c7b4a80ece2,need:lrae_navwar_2024-06:k:3c7b4a80ece2,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q1,ev:lrae_navwar_2024-06:row62
fund:lrae_navwar_2024-06:k:0f90c0ccf67b,need:lrae_navwar_2024-06:k:0f90c0ccf67b,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q1,ev:lrae_navwar_2024-06:row63
fund:lrae_navwar_2024-06:k:0774cfc14e06,need:lrae_navwar_2024-06:k:0774cfc14e06,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q2,ev:lrae_navwar_2024-06:row64
fund:lrae_navwar_2024-06:k:920a99a67887,need:lrae_navwar_2024-06:k:920a99a67887,procurement_estimate,$50M - $100M,50000000,100000000,FY24,Q3,ev:lrae_navwar_2024-06:row66
fund:lrae_navwar_2024-06:k:3e9fa206ec9c,need:lrae_navwar_2024-06:k:3e9fa206ec9c,procurement_estimate,< $2M,0,2000000,FY24,Q3,ev:lrae_navwar_2024-06:row69
fund:lrae_navwar_2024-06:k:56dc68b1fb4e,need:lrae_navwar_2024-06:k:56dc68b1fb4e,procurement_estimate,< $2M,0,2000000,FY25,Q1,ev:lrae_navwar_2024-06:row70
fund:lrae_navwar_2024-06:k:5c6d6f2a7e1c,need:lrae_navwar_2024-06:k:5c6d6f2a7e1c,procurement_estimate,$2M - $7.5M,2000000,7500000,FY25,Q1,ev:lrae_navwar_2024-06:row71
fund:lrae_navwar_2024-06:k:6d751041f91b,need:lrae_navwar_2024-06:k:6d751041f91b,procurement_estimate,$250M - $1B,250000000,1000000000,FY24,Q3,ev:lrae_navwar_2024-06:row72
fund:lrae_navwar_2024-06:k:85b8af71e495,need:lrae_navwar_2024-06:k:85b8af71e495,procurement_estimate,$100M - $250M,100000000,250000000,FY24,Q3,ev:lrae_navwar_2024-06:row73
fund:lrae_navwar_2024-06:k:d319a323324a,need:lrae_navwar_2024-06:k:d319a323324a,procurement_estimate,$250M - $1B,250000000,1000000000,FY27,Q2,ev:lrae_navwar_2024-06:row74
fund:lrae_navwar_2024-06:k:12ededcd590f,need:lrae_navwar_2024-06:k:12ededcd590f,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row75
fund:lrae_navwar_2024-06:k:22859ac4a83d,need:lrae_navwar_2024-06:k:22859ac4a83d,procurement_estimate,< $2M,0,2000000,FY26,Q3,ev:lrae_navwar_2024-06:row76
fund:lrae_navwar_2024-06:k:d6524a55cb02,need:lrae_navwar_2024-06:k:d6524a55cb02,procurement_estimate,$50M - $100M,50000000,100000000,FY25,Q2,ev:lrae_navwar_2024-06:row78
fund:lrae_navwar_2024-06:k:3a2a8914007e,need:lrae_navwar_2024-06:k:3a2a8914007e,procurement_estimate,$100M - $250M,100000000,250000000,FY26,Q2,ev:lrae_navwar_2024-06:row79
fund:lrae_navwar_2024-06:k:68d0ef530607,need:lrae_navwar_2024-06:k:68d0ef530607,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row86
fund:lrae_navwar_2024-06:k:48bd7743c8ef,need:lrae_navwar_2024-06:k:48bd7743c8ef,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row90
fund:lrae_navwar_2024-06:k:2b08f3142c80,need:lrae_navwar_2024-06:k:2b08f3142c80,procurement_estimate,$50M - $100M,50000000,100000000,FY26,Q2,ev:lrae_navwar_2024-06:row95
fund:lrae_navwar_2024-06:k:90cdabf2a618,need:lrae_navwar_2024-06:k:90cdabf2a618,procurement_estimate,$7.5M - $50M,7500000,50000000,FY26,Q2,ev:lrae_navwar_2024-06:row96
fund:lrae_navwar_2024-06:k:d1f7e455df79,need:lrae_navwar_2024-06:k:d1f7e455df79,procurement_estimate,$100M - $250M,100000000,250000000,FY28,Q1,ev:lrae_navwar_2024-06:row171
fund:lrae_navwar_2024-06:k:5e867534d271,need:lrae_navwar_2024-06:k:5e867534d271,procurement_estimate,$2M - $7.5M,2000000,7500000,FY25,Q4,ev:lrae_navwar_2024-06:row172
fund:lrae_navwar_2024-06:k:bcfe0d37e0e1,need:lrae_navwar_2024-06:k:bcfe0d37e0e1,procurement_estimate,$7.5M - $50M,7500000,50000000,FY27,Q4,ev:lrae_navwar_2024-06:row173
fund:lrae_navwar_2024-06:k:787f403a8dfe,need:lrae_navwar_2024-06:k:787f403a8dfe,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q3,ev:lrae_navwar_2024-06:row174
fund:lrae_navwar_2024-06:k:296125450445,need:lrae_navwar_2024-06:k:296125450445,procurement_estimate,$2M - $7.5M,2000000,7500000,FY24,Q4,ev:lrae_navwar_2024-06:row175
fund:lrae_navwar_2024-06:k:b619f0b4ee5f,need:lrae_navwar_2024-06:k:b619f0b4ee5f,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q2,ev:lrae_navwar_2024-06:row176
fund:lrae_navwar_2024-06:k:aa6719ae6ed7,need:lrae_navwar_2024-06:k:aa6719ae6ed7,procurement_estimate,$50M - $100M,50000000,100000000,FY25,Q4,ev:lrae_navwar_2024-06:row177
fund:lrae_navwar_2024-06:k:4ec50a467cfc,need:lrae_navwar_2024-06:k:4ec50a467cfc,procurement_estimate,< $2M,0,2000000,FY25,Q1,ev:lrae_navwar_2024-06:row178
fund:lrae_navwar_2024-06:k:4a37978aaa5a,need:lrae_navwar_2024-06:k:4a37978aaa5a,procurement_estimate,$2M - $7.5M,2000000,7500000,FY24,Q3,ev:lrae_navwar_2024-06:row179
fund:lrae_navwar_2024-06:k:4b6591ac8346,need:lrae_navwar_2024-06:k:4b6591ac8346,procurement_estimate,< $2M,0,2000000,FY25,Q1,ev:lrae_navwar_2024-06:row180
fund:lrae_navwar_2024-06:k:3ab5f2b3230d,need:lrae_navwar_2024-06:k:3ab5f2b3230d,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q2,ev:lrae_navwar_2024-06:row181
fund:lrae_navwar_2024-06:k:160b2f503cae,need:lrae_navwar_2024-06:k:160b2f503cae,procurement_estimate,$2M - $7.5M,2000000,7500000,FY24,Q4,ev:lrae_navwar_2024-06:row183
fund:lrae_navwar_2024-06:k:c869443d6b1d,need:lrae_navwar_2024-06:k:c869443d6b1d,procurement_estimate,$2M - $7.5M,2000000,7500000,FY24,Q4,ev:lrae_navwar_2024-06:row185
fund:lrae_navwar_2024-06:k:620d5245f72c,need:lrae_navwar_2024-06:k:620d5245f72c,procurement_estimate,$2M - $7.5M,2000000,7500000,FY24,Q4,ev:lrae_navwar_2024-06:row186
fund:lrae_navwar_2024-06:k:f3c6ec89315a,need:lrae_navwar_2024-06:k:f3c6ec89315a,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q2,ev:lrae_navwar_2024-06:row187
fund:lrae_navwar_2024-06:k:21b192f072ef,need:lrae_navwar_2024-06:k:21b192f072ef,procurement_estimate,$2M - $7.5M,2000000,7500000,FY27,Q2,ev:lrae_navwar_2024-06:row188
fund:lrae_navwar_2024-06:k:5786a67d8ef9,need:lrae_navwar_2024-06:k:5786a67d8ef9,procurement_estimate,$250M - $1B,250000000,1000000000,FY25,Q1,ev:lrae_navwar_2024-06:row189
fund:lrae_navwar_2024-06:k:5ed717fe88ce,need:lrae_navwar_2024-06:k:5ed717fe88ce,procurement_estimate,$2M - $7.5M,2000000,7500000,FY24,Q3,ev:lrae_navwar_2024-06:row190
fund:lrae_navwar_2024-06:k:e4cb1e08c824,need:lrae_navwar_2024-06:k:e4cb1e08c824,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q1,ev:lrae_navwar_2024-06:row191
fund:lrae_navwar_2024-06:k:a3395814f3a6,need:lrae_navwar_2024-06:k:a3395814f3a6,procurement_estimate,No Range Specified,,,FY25,Q1,ev:lrae_navwar_2024-06:row192
fund:lrae_navwar_2024-06:k:82775737d399,need:lrae_navwar_2024-06:k:82775737d399,procurement_estimate,$2M - $7.5M,2000000,7500000,FY25,Q4,ev:lrae_navwar_2024-06:row193
fund:lrae_navwar_2024-06:k:bf8fe1471f57,need:lrae_navwar_2024-06:k:bf8fe1471f57,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2024-06:row196
fund:lrae_navwar_2024-06:k:0484c0c6b056,need:lrae_navwar_2024-06:k:0484c0c6b056,procurement_estimate,$50M - $100M,50000000,100000000,FY26,Q4,ev:lrae_navwar_2024-06:row198
fund:lrae_navwar_2024-06:k:43212499131e,need:lrae_navwar_2024-06:k:43212499131e,procurement_estimate,$100M - $250M,100000000,250000000,FY27,Q2,ev:lrae_navwar_2024-06:row199
fund:lrae_navwar_2024-06:k:53baaa66a242,need:lrae_navwar_2024-06:k:53baaa66a242,procurement_estimate,$100M - $250M,100000000,250000000,FY24,Q3,ev:lrae_navwar_2024-06:row200
fund:lrae_navwar_2024-06:k:d46182320d99,need:lrae_navwar_2024-06:k:d46182320d99,procurement_estimate,$50M - $100M,50000000,100000000,FY26,Q2,ev:lrae_navwar_2024-06:row201
fund:lrae_navwar_2024-06:k:9d82e601367e,need:lrae_navwar_2024-06:k:9d82e601367e,procurement_estimate,< $2M,0,2000000,FY24,Q3,ev:lrae_navwar_2024-06:row202
fund:lrae_navwar_2024-06:k:e8575fea6c22,need:lrae_navwar_2024-06:k:e8575fea6c22,procurement_estimate,< $2M,0,2000000,FY25,Q1,ev:lrae_navwar_2024-06:row315
fund:lrae_navwar_2024-06:k:a7540e662c3e,need:lrae_navwar_2024-06:k:a7540e662c3e,procurement_estimate,No Range Specified,,,FY26,Q1,ev:lrae_navwar_2024-06:row316
fund:lrae_navwar_2024-06:k:b63eaeed55a9,need:lrae_navwar_2024-06:k:b63eaeed55a9,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row317
fund:lrae_navwar_2024-06:k:b0c7a4f0b6d9,need:lrae_navwar_2024-06:k:b0c7a4f0b6d9,procurement_estimate,No Range Specified,,,FY24,Q4,ev:lrae_navwar_2024-06:row320
fund:lrae_navwar_2024-06:k:b9dec07ae5a4,need:lrae_navwar_2024-06:k:b9dec07ae5a4,procurement_estimate,No Range Specified,,,FY24,Q4,ev:lrae_navwar_2024-06:row322
fund:lrae_navwar_2024-06:k:e9e82fdb9a1e,need:lrae_navwar_2024-06:k:e9e82fdb9a1e,procurement_estimate,No Range Specified,,,FY25,Q1,ev:lrae_navwar_2024-06:row323
fund:lrae_navwar_2024-06:k:8fc782e1984c,need:lrae_navwar_2024-06:k:8fc782e1984c,procurement_estimate,$50M - $100M,50000000,100000000,FY26,Q3,ev:lrae_navwar_2024-06:row330
fund:lrae_navwar_2024-06:k:1e755910056a,need:lrae_navwar_2024-06:k:1e755910056a,procurement_estimate,$7.5M - $50M,7500000,50000000,FY26,Q1,ev:lrae_navwar_2024-06:row405
fund:lrae_navwar_2024-06:k:81f204736ee9,need:lrae_navwar_2024-06:k:81f204736ee9,procurement_estimate,$50M - $100M,50000000,100000000,FY25,Q1,ev:lrae_navwar_2024-06:row406
fund:lrae_navwar_2024-06:k:28c7d13662d6,need:lrae_navwar_2024-06:k:28c7d13662d6,procurement_estimate,< $2M,0,2000000,FY25,Q1,ev:lrae_navwar_2024-06:row407
fund:lrae_navwar_2024-06:k:90971a1572d2,need:lrae_navwar_2024-06:k:90971a1572d2,procurement_estimate,$7.5M - $50M,7500000,50000000,FY24,Q4,ev:lrae_navwar_2024-06:row412
fund:lrae_navwar_2024-06:k:75bec4b0a9d0,need:lrae_navwar_2024-06:k:75bec4b0a9d0,procurement_estimate,< $2M,0,2000000,FY25,Q1,ev:lrae_navwar_2024-06:row415
fund:lrae_navwar_2024-06:k:a5fdd4a3336b,need:lrae_navwar_2024-06:k:a5fdd4a3336b,procurement_estimate,< $2M,0,2000000,FY24,Q3,ev:lrae_navwar_2024-06:row416
fund:lrae_navwar_2024-06:k:b80ef3598b7c,need:lrae_navwar_2024-06:k:b80ef3598b7c,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row417
fund:lrae_navwar_2024-06:k:0cce825ab842,need:lrae_navwar_2024-06:k:0cce825ab842,procurement_estimate,$7.5M - $50M,7500000,50000000,FY24,Q4,ev:lrae_navwar_2024-06:row418
fund:lrae_navwar_2024-06:k:ca1578554aff,need:lrae_navwar_2024-06:k:ca1578554aff,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row421
fund:lrae_navwar_2024-06:k:591df5a087ec,need:lrae_navwar_2024-06:k:591df5a087ec,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row422
fund:lrae_navwar_2024-06:k:1186adb04031,need:lrae_navwar_2024-06:k:1186adb04031,procurement_estimate,< $2M,0,2000000,FY24,Q3,ev:lrae_navwar_2024-06:row423
fund:lrae_navwar_2024-06:k:15c7ea472201,need:lrae_navwar_2024-06:k:15c7ea472201,procurement_estimate,No Range Specified,,,FY24,Q4,ev:lrae_navwar_2024-06:row424
fund:lrae_navwar_2024-06:k:d092ea3f708f,need:lrae_navwar_2024-06:k:d092ea3f708f,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row425
fund:lrae_navwar_2024-06:k:73fa3339d48b,need:lrae_navwar_2024-06:k:73fa3339d48b,procurement_estimate,No Range Specified,,,FY24,Q3,ev:lrae_navwar_2024-06:row426
fund:lrae_navwar_2024-06:k:0376f7105986,need:lrae_navwar_2024-06:k:0376f7105986,procurement_estimate,< $2M,0,2000000,FY24,Q3,ev:lrae_navwar_2024-06:row427
fund:lrae_navwar_2024-06:k:8cf33ad72896,need:lrae_navwar_2024-06:k:8cf33ad72896,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row428
fund:lrae_navwar_2024-06:k:f47e370469ff,need:lrae_navwar_2024-06:k:f47e370469ff,procurement_estimate,No Range Specified,,,FY24,Q3,ev:lrae_navwar_2024-06:row429
fund:lrae_navwar_2024-06:k:ae7d4df568bb,need:lrae_navwar_2024-06:k:ae7d4df568bb,procurement_estimate,< $2M,0,2000000,FY24,Q3,ev:lrae_navwar_2024-06:row430
fund:lrae_navwar_2024-06:k:6a9a9baf8906,need:lrae_navwar_2024-06:k:6a9a9baf8906,procurement_estimate,< $2M,0,2000000,FY24,Q3,ev:lrae_navwar_2024-06:row431
fund:lrae_navwar_2024-06:k:582fc67622a9,need:lrae_navwar_2024-06:k:582fc67622a9,procurement_estimate,No Range Specified,,,FY24,Q4,ev:lrae_navwar_2024-06:row433
fund:lrae_navwar_2024-06:k:6645935d1b4c,need:lrae_navwar_2024-06:k:6645935d1b4c,procurement_estimate,$2M - $7.5M,2000000,7500000,FY25,Q1,ev:lrae_navwar_2024-06:row434
fund:lrae_navwar_2024-06:k:aea88b62f6e3,need:lrae_navwar_2024-06:k:aea88b62f6e3,procurement_estimate,No Range Specified,,,FY24,Q3,ev:lrae_navwar_2024-06:row435
fund:lrae_navwar_2024-06:k:a113302bba56,need:lrae_navwar_2024-06:k:a113302bba56,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row437
fund:lrae_navwar_2024-06:k:97a9c7ccb595,need:lrae_navwar_2024-06:k:97a9c7ccb595,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row438
fund:lrae_navwar_2024-06:k:e9faf06ea579,need:lrae_navwar_2024-06:k:e9faf06ea579,procurement_estimate,No Range Specified,,,FY24,Q4,ev:lrae_navwar_2024-06:row440
fund:lrae_navwar_2024-06:k:9ff1dde53835,need:lrae_navwar_2024-06:k:9ff1dde53835,procurement_estimate,< $2M,0,2000000,FY24,Q3,ev:lrae_navwar_2024-06:row442
fund:lrae_navwar_2024-06:k:987bcfd00cc0,need:lrae_navwar_2024-06:k:987bcfd00cc0,procurement_estimate,$2M - $7.5M,2000000,7500000,FY24,Q4,ev:lrae_navwar_2024-06:row445
fund:lrae_navwar_2024-06:k:f509c1a66ad6,need:lrae_navwar_2024-06:k:f509c1a66ad6,procurement_estimate,$7.5M - $50M,7500000,50000000,FY24,Q4,ev:lrae_navwar_2024-06:row446
fund:lrae_navwar_2024-06:k:2b90964c471f,need:lrae_navwar_2024-06:k:2b90964c471f,procurement_estimate,No Range Specified,,,FY24,Q3,ev:lrae_navwar_2024-06:row447
fund:lrae_navwar_2024-06:k:4156653f2b8f,need:lrae_navwar_2024-06:k:4156653f2b8f,procurement_estimate,No Range Specified,,,FY25,Q1,ev:lrae_navwar_2024-06:row448
fund:lrae_navwar_2024-06:k:b9b66b258e18,need:lrae_navwar_2024-06:k:b9b66b258e18,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row449
fund:lrae_navwar_2024-06:k:b234e9c09d8d,need:lrae_navwar_2024-06:k:b234e9c09d8d,procurement_estimate,No Range Specified,,,FY24,Q4,ev:lrae_navwar_2024-06:row450
fund:lrae_navwar_2024-06:k:3923b87b131f,need:lrae_navwar_2024-06:k:3923b87b131f,procurement_estimate,No Range Specified,,,FY24,Q4,ev:lrae_navwar_2024-06:row451
fund:lrae_navwar_2024-06:k:43f5253278a8,need:lrae_navwar_2024-06:k:43f5253278a8,procurement_estimate,No Range Specified,,,FY24,Q4,ev:lrae_navwar_2024-06:row452
fund:lrae_navwar_2024-06:k:411e7e6cc90e,need:lrae_navwar_2024-06:k:411e7e6cc90e,procurement_estimate,$2M - $7.5M,2000000,7500000,FY24,Q3,ev:lrae_navwar_2024-06:row454
fund:lrae_navwar_2024-06:k:7c19738893d0,need:lrae_navwar_2024-06:k:7c19738893d0,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row455
fund:lrae_navwar_2024-06:k:992c2d41846d,need:lrae_navwar_2024-06:k:992c2d41846d,procurement_estimate,< $2M,0,2000000,FY24,Q1,ev:lrae_navwar_2024-06:row456
fund:lrae_navwar_2024-06:k:5c8b58c6be6c,need:lrae_navwar_2024-06:k:5c8b58c6be6c,procurement_estimate,< $2M,0,2000000,FY24,Q4,ev:lrae_navwar_2024-06:row457
