id,need_id,observation_type,as_stated,amount_low_usd,amount_high_usd,fiscal_year,period,evidence_id
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-790-0124,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-790-0124,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q3,ev:lrae_navwar_2025-06:row169
fund:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-750-0032,need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-750-0032,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q4,ev:lrae_navwar_2025-06:row170
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-790-0157,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-790-0157,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row171
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-790-0153,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-790-0153,procurement_estimate,< $2M,0,2000000,FY25,Q4,ev:lrae_navwar_2025-06:row172
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0202,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0202,procurement_estimate,$2M - $7.5M,2000000,7500000,FY25,Q4,ev:lrae_navwar_2025-06:row320
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0204,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0204,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row321
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0240,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0240,procurement_estimate,$50M - $100M,50000000,100000000,FY26,Q4,ev:lrae_navwar_2025-06:row322
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0222,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0222,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q4,ev:lrae_navwar_2025-06:row323
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0223,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0223,procurement_estimate,$2M - $7.5M,2000000,7500000,FY25,Q4,ev:lrae_navwar_2025-06:row324
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0013,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0013,procurement_estimate,$2M - $7.5M,2000000,7500000,FY25,Q4,ev:lrae_navwar_2025-06:row325
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0239,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0239,procurement_estimate,$100M - $250M,100000000,250000000,FY26,Q2,ev:lrae_navwar_2025-06:row326
fund:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-750-0036,need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-750-0036,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q4,ev:lrae_navwar_2025-06:row327
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0027,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0027,procurement_estimate,$2M - $7.5M,2000000,7500000,FY25,Q4,ev:lrae_navwar_2025-06:row329
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0022,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0022,procurement_estimate,$50M - $100M,50000000,100000000,FY25,Q3,ev:lrae_navwar_2025-06:row332
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-120-0013,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-120-0013,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row333
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0013,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0013,procurement_estimate,$7.5M - $50M,7500000,50000000,FY26,Q1,ev:lrae_navwar_2025-06:row345
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0022,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0022,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q4,ev:lrae_navwar_2025-06:row346
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0039,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0039,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row348
fund:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0276,need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0276,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q4,ev:lrae_navwar_2025-06:row350
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-760-0010,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-760-0010,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q1,ev:lrae_navwar_2025-06:row351
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0010,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0010,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q4,ev:lrae_navwar_2025-06:row352
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0019,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0019,procurement_estimate,$250M - $1B,250000000,1000000000,FY26,Q4,ev:lrae_navwar_2025-06:row354
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0048,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0048,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row355
fund:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-770-0005,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-770-0005,procurement_estimate,< $2M,0,2000000,FY26,Q1,ev:lrae_navwar_2025-06:row356
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0045,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0045,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row357
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0046,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0046,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q3,ev:lrae_navwar_2025-06:row358
fund:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-150-0003,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-150-0003,procurement_estimate,< $2M,0,2000000,FY26,Q3,ev:lrae_navwar_2025-06:row359
fund:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-150-0001,need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-150-0001,procurement_estimate,< $2M,0,2000000,FY27,Q3,ev:lrae_navwar_2025-06:row360
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0050,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0050,procurement_estimate,$7.5M - $50M,7500000,50000000,FY26,Q1,ev:lrae_navwar_2025-06:row361
fund:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0278,need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0278,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q2,ev:lrae_navwar_2025-06:row362
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0258,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0258,procurement_estimate,$50M - $100M,50000000,100000000,FY25,Q4,ev:lrae_navwar_2025-06:row363
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0035,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0035,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q1,ev:lrae_navwar_2025-06:row364
fund:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0006,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0006,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q2,ev:lrae_navwar_2025-06:row365
fund:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0007,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0007,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q3,ev:lrae_navwar_2025-06:row366
fund:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0008,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0008,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q3,ev:lrae_navwar_2025-06:row367
fund:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0009,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0009,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q4,ev:lrae_navwar_2025-06:row368
fund:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0010,need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-160-0010,procurement_estimate,$2M - $7.5M,2000000,7500000,FY27,Q1,ev:lrae_navwar_2025-06:row369
fund:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0005,need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0005,procurement_estimate,$2M - $7.5M,2000000,7500000,FY27,Q2,ev:lrae_navwar_2025-06:row370
fund:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0006,need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0006,procurement_estimate,$2M - $7.5M,2000000,7500000,FY27,Q3,ev:lrae_navwar_2025-06:row371
fund:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0007,need:lrae_navwar_2025-06:N00039-27-RFPREQ-PMW-160-0007,procurement_estimate,$2M - $7.5M,2000000,7500000,FY27,Q4,ev:lrae_navwar_2025-06:row372
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0015,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0015,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q2,ev:lrae_navwar_2025-06:row373
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0030,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-130-0030,procurement_estimate,< $2M,0,2000000,FY26,Q1,ev:lrae_navwar_2025-06:row374
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0016,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0016,procurement_estimate,No Range Specified,,,FY25,Q3,ev:lrae_navwar_2025-06:row375
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-760-0014,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-760-0014,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q4,ev:lrae_navwar_2025-06:row376
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0276,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0276,procurement_estimate,$7.5M - $50M,7500000,50000000,FY26,Q3,ev:lrae_navwar_2025-06:row378
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0028,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0028,procurement_estimate,$2M - $7.5M,2000000,7500000,FY25,Q4,ev:lrae_navwar_2025-06:row379
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0277,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0277,procurement_estimate,> $1B+,1000000000,,FY27,Q2,ev:lrae_navwar_2025-06:row380
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0075,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0075,procurement_estimate,No Range Specified,,,FY25,Q4,ev:lrae_navwar_2025-06:row381
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0077,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0077,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row382
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0078,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0078,procurement_estimate,< $2M,0,2000000,FY25,Q3,ev:lrae_navwar_2025-06:row383
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0072,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0072,procurement_estimate,No Range Specified,,,FY26,Q4,ev:lrae_navwar_2025-06:row384
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0029,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0029,procurement_estimate,$2M - $7.5M,2000000,7500000,FY26,Q1,ev:lrae_navwar_2025-06:row385
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0068,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-160-0068,procurement_estimate,$7.5M - $50M,7500000,50000000,FY25,Q3,ev:lrae_navwar_2025-06:row390
fund:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0307,need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0307,procurement_estimate,No Range Specified,,,FY25,Q3,ev:lrae_navwar_2025-06:row391
